timestamp;partition;vectorClock;loss;fMeasure;accuracy;numTuplesSeen
1584292778733;0;0;1.4536054784955024;0.19253535289358475;0.2866516301004716;290
1584292778738;1;0;1.4714037662906396;0.09194918248869732;0.22062743489850317;290
1584292793746;3;0;1.6254229135411822;0.14655228373952034;0.24605290137379537;290
1584292796726;2;0;1.4822781658268298;0.10814054634090624;0.21263071560385483;290
1584292798577;3;1;1.2324485328814831;0.18380100965842902;0.23005946278449868;386
1584292800511;0;1;1.3892273297122042;0.18151783858560122;0.3032602009432028;386
1584292805891;2;1;1.3457290512054603;0.07535969887180674;0.16424031166700842;371
1584292807793;1;1;1.2193495963318142;0.17609953673545142;0.27065819151117493;371
1584292809128;0;2;1.327674923009141;0.1941426208592786;0.31064178798441666;431
1584292810652;3;2;1.171773907306238;0.1774735667860474;0.2694279270043059;431
1584292811874;1;2;1.3356989292364492;0.1451728517402826;0.24789829813409883;432
1584292812836;2;2;1.3429100094325306;0.20878819588589434;0.2794750871437359;432
1584292813651;3;3;1.1626288956564619;0.2218300114521372;0.28357596883329916;451
1584292814345;2;3;1.3342436947031002;0.23274725746813163;0.2944433053106418;452
1584292814587;0;3;1.3350263063858208;0.1421709025920893;0.2519991798236621;451
1584292815465;1;3;1.2707779761098046;0.15597238300797484;0.25630510559770353;452
1584292816795;3;4;1.1955443444420002;0.1988375015869563;0.26860775066639325;464
1584292817408;2;4;1.1786447129813302;0.18857221914381384;0.2698380151732622;466
1584292817982;0;4;1.293556186070641;0.1902221643394548;0.2952634816485544;465
1584292818555;1;4;1.2336800057088735;0.19779353301857006;0.29956940742259586;466
1584292820211;0;5;1.1973420183877352;0.19435476448025468;0.293418084888251;476
1584292821084;2;5;1.2009975451735895;0.2835820808304675;0.30449046545007175;477
1584292822080;3;5;1.2142751937875473;0.3037159936400218;0.3221242567151938;476
1584292822417;1;5;1.2309192225070267;0.22920440828265615;0.3344269017838835;477
1584292823957;3;6;1.0821504046600068;0.23974014038329927;0.2928029526348165;491
1584292824170;1;6;1.1713201131378008;0.29089162566197363;0.3575968833299159;492
