timestamp;partition;vectorClock;loss;fMeasure;accuracy;numTuplesSeen
1584304629397;1;0;1.4005257709290158;0.10724921907524179;0.2177568177158089;98
1584304629412;0;0;1.3232356560242926;0.14135918806170739;0.23785113799466887;101
1584304645828;2;0;1.413907220021996;0.1622424783605499;0.2712733237646094;98
1584304651204;3;0;1.4133351841505426;0.09072045789640973;0.21652655320893993;101
1584304652284;1;1;1.3330136999678868;0.07435785323689185;0.2095550543366824;132
1584304654773;2;1;1.2758393573127407;0.16046410491336927;0.2442075046134919;153
1584304655794;0;1;1.2407134404225808;0.17225600641810968;0.27578429362312895;152
1584304657529;1;2;1.3591302560200718;0.10336146568416521;0.22185769940537214;160
1584304658540;3;1;1.424213613621671;0.1338896652819205;0.23600574123436538;163
1584304659340;2;2;1.3696579851714608;0.12407094591237328;0.22882919827762968;164
1584304660564;0;2;1.326428332226128;0.2415191201368909;0.293418084888251;170
1584304661414;1;3;1.289361286038971;0.18205030212025816;0.2643018248923519;167
1584304662763;3;2;1.3317295345143922;0.14332709648420774;0.2540496206684437;171
1584304663531;2;3;1.2061348090655475;0.22136770436376688;0.292187820381382;170
1584304664475;0;3;1.2530488225039933;0.20391348689916453;0.283370924748821;176
1584304665350;1;4;1.2544162946785782;0.2569353900459955;0.33053106417879846;173
1584304667005;3;3;1.310016115188941;0.25377549012388106;0.30695099446380975;176
1584304668279;2;4;1.164967053378497;0.24550563535155998;0.31023169981546034;175
1584304669440;0;4;1.1757041377990731;0.20603007768280895;0.3057207299569407;181
1584304669771;1;5;1.2089319883898917;0.2206737842422336;0.2944433053106418;178
1584304671455;3;4;1.2053001196732949;0.21489293422294098;0.2784498667213451;182
1584304671914;2;5;1.2100212927308411;0.22763601193110353;0.26717244207504615;180
1584304673578;0;5;1.2182486779178974;0.22165903868070586;0.3038753331966373;186
1584304673943;1;6;1.197700415084291;0.26457516250332447;0.33196637277014557;183
1584304676038;3;5;1.2432372580116;0.24955989034602813;0.32602009432027884;187
1584304676297;2;6;1.1892378113460162;0.28199156797219455;0.2770145581299979;185
1584304680476;0;6;1.1584194061519588;0.3134338492364672;0.32766044699610414;192
1584304680479;1;7;1.098366665202394;0.26933199090923177;0.345089194176748;189
1584304682116;2;7;0.9121236334761185;0.2781893042125225;0.3151527578429362;190
1584304682346;3;6;1.1494918954039317;0.26602583246019246;0.32991593192536395;193
1584304683921;1;8;1.136880333645561;0.28738152023238606;0.3510354726266147;196
1584304684196;0;7;1.135015281150858;0.2649730701038025;0.33381176953044905;200
1584304685738;2;8;1.015627075851936;0.2735204460076134;0.30736108263276607;197
1584304686298;3;7;1.1762069705194313;0.33416543860649806;0.36395324994873895;200
1584304687468;1;9;1.0359634322025333;0.29032127776204;0.3297108878408858;199
1584304688536;0;8;1.158966243921771;0.25021369459736975;0.30633586221037523;205
1584304689998;2;9;1.0011656369978057;0.27165397512611567;0.27762969038343244;202
1584304690991;3;8;1.0275924601723379;0.2961716419984531;0.3311461964322329;205
1584304692223;1;10;1.0437873365005879;0.2922661318983919;0.33483698995283984;203
1584304692850;0;9;1.0352068905135907;0.269890056108366;0.3147426696739799;210
