timestamp;partition;vectorClock;loss;fMeasure;accuracy;numTuplesSeen
1584288163460;0;0;1.3564859397624085;0.16555310169288068;0.2497436948944023;302
1584288171208;0;1;1.3044041262790225;0.1973475540553236;0.27045314742669674;414
1584288173255;0;2;1.1807397205773102;0.21834383549369063;0.23805618207914703;426
1584288175059;0;3;1.1010307502284153;0.2565768234401524;0.3081812589706787;435
1584288176606;0;4;0.9476322545051731;0.1961495886741096;0.24010662292392865;443
1584288178405;0;5;0.8178738908423635;0.2553759288469435;0.30510559770350626;450
1584288180003;0;6;0.7832675873501186;0.22726389987603035;0.2622513840475702;459
1584288181608;0;7;0.7164452806208206;0.25884299463019544;0.30510559770350626;466
1584288183203;0;8;0.6610308146199388;0.2270401907992017;0.26204633996309207;474
1584288184751;0;9;0.6364020158408891;0.2770696064037174;0.30674595037933156;481
1584288186353;0;10;0.6199097711443486;0.23806185506103147;0.26040598728726677;489
1584288187804;0;11;0.6280288334283669;0.2797734362745445;0.3077711708017224;496
1584288190457;0;12;0.6198986993616143;0.23139941727064467;0.2626614722165265;503
1584288192409;0;13;0.6779225347404345;0.2886887938064522;0.3032602009432028;516
1584288193784;0;14;0.6711526452188132;0.24327920921172141;0.2667623539060898;524
1584288194951;0;15;0.6552765481139707;0.2867150594583785;0.30120976009842115;530
1584288195996;0;16;0.6070394731934381;0.2567951005218009;0.2718884560180439;535
1584288197174;0;17;0.5773868898188431;0.2827876126829081;0.29772401066229237;540
1584288198656;0;18;0.5629062369481103;0.2671932554443769;0.2755792495386508;546
1584288199921;0;19;0.5507402365835505;0.28678365124460853;0.3040803772811154;553
1584288201266;0;20;0.5490414387891388;0.28099446475350076;0.2784498667213451;559
1584288202570;0;21;0.48925793644435434;0.28431935189208674;0.29587861390198894;566
1584288203801;0;22;0.47260482758159655;0.28496836462893177;0.28029526348164857;571
1584288204946;0;23;0.44870421279793254;0.2849805337315304;0.29362312897272913;577
1584288206065;0;24;0.440478958633987;0.2766257222881072;0.27270863235595655;582
1584288207252;0;25;0.4220389954286244;0.28804840170424545;0.2938281730572073;588
1584288208769;0;26;0.3868853830247714;0.28209893028049643;0.27803977855238876;594
1584288209916;0;27;0.41206733310826493;0.28652724558865805;0.2966987902399016;601
1584288210992;0;28;0.3496788051181584;0.27661171456415246;0.2768095140455198;606
1584288212064;0;29;0.32469707012994425;0.2838636057094583;0.2981340988312487;611
1584288213234;0;30;0.34424744999590506;0.2878353600598179;0.28521632150912446;616
1584288214555;0;31;0.3392888195749104;0.28485135682553064;0.2948533934795981;622
1584288215767;0;32;0.39556740621030223;0.28653083184174644;0.2872667623539061;628
1584288217047;0;33;0.3884828012584473;0.2818822486951771;0.2944433053106418;634
1584288218462;0;34;0.39377223816292023;0.2887850302844659;0.2895222472831659;641
