timestamp;partition;vectorClock;loss;fMeasure;accuracy;numTuplesSeen
1584293564337;1;0;1.3913309058632142;0.08629123158909065;0.21468115644863645;136
1584293564356;0;0;1.3630480813101578;0.13787969568096314;0.23785113799466887;139
1584293577042;2;0;1.3576546229335809;0.1702171239838851;0.2768095140455198;136
1584293580383;3;0;1.5180743443764226;0.14002930217831006;0.23723600574123438;139
1584293581841;2;1;1.4383193544893365;0.09904009557858778;0.21796186180028707;214
1584293583181;1;1;1.416840437405958;0.11056632471552717;0.22739388968628255;215
1584293585043;3;1;1.3767075863941816;0.07790188073063427;0.21242567151937666;217
1584293585991;0;1;1.4114035963598393;0.19887375748888275;0.28685667418494976;218
1584293588709;1;2;1.3275562694055014;0.20964042158044133;0.29198277629690383;230
1584293588716;0;2;1.2497367841632343;0.20013264262650907;0.3020299364363338;233
1584293590572;2;2;1.2529307638619285;0.209726928170962;0.26881279475087144;229
1584293590584;3;2;1.3618789934708002;0.2608172000235039;0.33770760713553416;232
1584293592387;2;3;1.321734920525001;0.14144118049802729;0.230469550953455;239
1584293592394;3;3;1.359201528414911;0.10742130517716393;0.22903424236210784;242
1584293593499;0;3;1.3530177017848286;0.2259532145770488;0.26696739799056796;243
1584293593503;1;3;1.3134960216439813;0.17429220929418113;0.26389173672339555;240
1584293596006;3;4;1.3041991615253854;0.21632530670435818;0.3202788599548903;250
1584293596017;2;4;1.226634102377953;0.19029425324010657;0.2661472216526553;247
1584293597361;1;4;1.1962359533931732;0.268381100674279;0.34242362107853186;247
1584293597367;0;4;1.1602689822462484;0.2682411031378126;0.30859134713963504;250
1584293599706;2;5;1.1588486223249648;0.23777556371282907;0.2612261636251794;257
1584293599728;0;5;1.163140088988284;0.25467703448184287;0.27762969038343244;260
1584293601284;3;5;1.3075516283063098;0.17218108185462713;0.2702481033422186;260
1584293601297;1;5;1.1670734389899027;0.24520468404458956;0.31925363953249947;257
1584293602608;1;6;1.0841590714265599;0.28359665552885893;0.35144556079557104;262
1584293602612;3;6;1.218913167992546;0.2982453772705249;0.3584170596678286;265
1584293603678;2;6;1.1172139228392897;0.2596147730810848;0.29772401066229237;262
1584293603686;0;6;1.1433649937564587;0.3046698625465458;0.3454992823457043;265
1584293605773;3;7;1.2582884387350048;0.19980572136732758;0.28152552798851754;275
1584293605781;1;7;1.0719866789751622;0.27235571671312975;0.328685667418495;272
1584293606943;2;7;1.0653606427243534;0.24903035969610127;0.2659421775681772;272
1584293606948;0;7;1.0216138169121025;0.2927110907371376;0.31002665573098215;275
1584293608377;2;8;1.0860297660734295;0.255578843781355;0.29587861390198894;277
1584293608381;3;8;1.1723137776187535;0.3050629059171118;0.361492720935001;280
1584293609290;1;8;1.0617688937104115;0.3047524933613565;0.36415829403321714;277
1584293609294;0;8;1.058179006608848;0.3214626015431576;0.3578019274143941;280
1584293610898;2;9;0.9902879374478204;0.2642907258266831;0.27927004305925773;282
1584293610900;0;9;0.9922826565540535;0.3026516046426412;0.31904859544802133;285
1584293611813;3;9;1.1959807794547956;0.24630499518931684;0.30346524502768096;285
1584293611817;1;9;1.0395716533300867;0.2689147941266449;0.3344269017838835;282
1584293612910;3;10;1.154770538825227;0.27521803518103255;0.3340168136149272;290
1584293612914;1;10;1.040333194640549;0.32294359587880106;0.35923723600574126;287
1584293613876;2;10;0.9584263950166807;0.31786047560120134;0.3272503588271478;287
1584293613879;0;10;1.0132199401410404;0.31581681034266385;0.3411933565716629;290
1584293615112;3;11;1.1175725708097763;0.273067899639843;0.33155628460118924;295
1584293615115;1;11;0.9390455517541999;0.29420792446359123;0.33750256305105597;292
1584293615847;0;11;1.0097485570177522;0.2750105070888372;0.31043674389993847;295
1584293615851;2;11;0.8988480449909759;0.2900031374673533;0.2966987902399016;292
1584293617219;1;12;0.9494486626536477;0.3393472312035426;0.3598523682591757;297
1584293617224;0;12;1.0308405023939582;0.3237873481992126;0.34590937051466064;300
1584293618208;3;12;1.089450067281799;0.3272390059580796;0.36272298544187;300
1584293618211;2;12;0.9240784753038184;0.3321332728279023;0.3325815050235801;297
1584293619141;2;13;0.8630664418838755;0.2922035036225942;0.29628870207094526;302
1584293619145;0;13;0.9826081003239898;0.2941376035310352;0.3340168136149272;305
1584293619969;3;13;1.081270331732541;0.28363170681845346;0.3169981546032397;305
1584293619973;1;13;0.8951494783620144;0.3023547751865346;0.35144556079557104;302
1584293620825;1;14;0.9230839153310264;0.33385479109845306;0.3637482058642608;307
1584293620829;0;14;0.985271516072455;0.3112720960886084;0.3399630920647939;310
1584293621701;3;14;1.0331347542800653;0.31429569322453954;0.35267582530244;310
1584293621704;2;14;0.8400822755595126;0.3073663175401944;0.3149477137584581;307
1584293622620;2;15;0.7995214384194665;0.29405643883602306;0.292187820381382;309
1584293622623;0;15;0.9581091460340605;0.30035568206851476;0.3413984006561411;313
1584293623635;3;15;1.0335102373544198;0.2942319551144833;0.3223293007996719;312
1584293623641;1;15;0.8717387719604492;0.31669424340234076;0.35144556079557104;310
1584293624497;3;16;0.9997477588004242;0.30636946809675103;0.35698175107648145;317
1584293624499;1;16;0.8690003580514417;0.335734150015682;0.35677670699200326;315
1584293625313;2;16;0.7805338158887297;0.3143406486767798;0.32602009432027884;314
1584293625317;0;16;0.9725196854895602;0.32077125590433464;0.35513635431617796;318
1584293626645;2;17;0.8368426682502255;0.2986775656512204;0.30018453967603037;319
1584293626648;3;17;0.9351909677047214;0.3056030442372052;0.32622513840475703;322
1584293627398;1;17;0.8794021930626352;0.3132175525951544;0.3401681361492721;320
1584293627401;0;17;0.9917151874156107;0.3019754140137023;0.33381176953044905;323
1584293628787;0;18;0.9123268498449761;0.3226946024081192;0.35042034037318026;328
1584293628790;1;18;0.818030111884668;0.34435105395952936;0.3580069714988723;325
1584293629581;2;18;0.7818979749771612;0.3095662191699116;0.3231494771375846;324
1584293629584;3;18;0.8999402994067607;0.29983860311529925;0.3239696534754972;327
1584293630380;2;19;0.8137227484188129;0.27905719760343806;0.28870207094525324;329
1584293630383;0;19;0.955649778070765;0.29471096386776463;0.32478982981340987;333
1584293631257;3;19;0.941103908460395;0.3118424392218847;0.33155628460118924;332
1584293631260;1;19;0.7922812045232274;0.3169066450673282;0.343858929669879;330
1584293632077;2;20;0.737024344748631;0.30215535659994186;0.31351240516711093;332
1584293632080;0;20;0.9274350517699415;0.32729116380353024;0.3541111338937872;335
1584293632928;3;20;0.9320106332813828;0.2975957229402833;0.3311461964322329;335
1584293633041;1;20;0.7882471785673885;0.34159761949366235;0.3582120155833504;332
